In_Apple_Serial_Nr	Item_Name	Item_Value	Item_Modifier
FH7ZL5M4MLTQ	New Buy	Y	Header
FH7ZL5M4MLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5M4MLTQ	Input_TS	10/24/2019	Header
FH7ZL5M4MLTQ	Output_TS	10/25/2019	Header
FH7ZL5M4MLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5M4MLTQ	SVC_FATP_yield	Y	Header
FH7ZL5M4MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5M4MLTQ	ALL TEST PASSED	Y	T0C0R0
FH7ZL5M9MLTQ	Commodity_Cd 	Watch	Header
FH7ZL5M9MLTQ	Eng_Project_Cd 	N144B	Header
FH7ZL5M9MLTQ	Business Category	AC	Header
FH7ZL5M9MLTQ	New Buy	Y	Header
FH7ZL5M9MLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5M9MLTQ	Input_TS	10/24/2019	Header
FH7ZL5M9MLTQ	Output_TS	10/25/2019	Header
FH7ZL5M9MLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5M9MLTQ	SVC_FATP_yield	Y	Header
FH7ZL5M9MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5M9MLTQ	ALL TEST PASSED	Y	T0C0R0
FH7ZL5N4MLTQ	Commodity_Cd 	Watch	Header
FH7ZL5N4MLTQ	Eng_Project_Cd 	N144B	Header
FH7ZL5N4MLTQ	Business Category	AC	Header
FH7ZL5N4MLTQ	New Buy	Y	Header
FH7ZL5N4MLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5N4MLTQ	Input_TS	10/24/2019	Header
FH7ZL5N4MLTQ	Output_TS	10/25/2019	Header
FH7ZL5N4MLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5N4MLTQ	SVC_FATP_yield	Y	Header
FH7ZL5N4MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5N4MLTQ	ALL TEST PASSED	Y	T0C0R0
FH7ZL5N5MLTQ	Commodity_Cd 	Watch	Header
FH7ZL5N5MLTQ	Eng_Project_Cd 	N144B	Header
FH7ZL5N5MLTQ	Business Category	AC	Header
FH7ZL5N5MLTQ	New Buy	Y	Header
FH7ZL5N5MLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5N5MLTQ	Input_TS	10/24/2019	Header
FH7ZL5N5MLTQ	Output_TS	10/25/2019	Header
FH7ZL5N5MLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5N5MLTQ	SVC_FATP_yield	Y	Header
FH7ZL5N5MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5N5MLTQ	ALL TEST PASSED	Y	T0C0R0
FH7ZL5NNMLTQ	Commodity_Cd 	Watch	Header
FH7ZL5NNMLTQ	Eng_Project_Cd 	N144B	Header
FH7ZL5NNMLTQ	Business Category	AC	Header
FH7ZL5NNMLTQ	New Buy	Y	Header
FH7ZL5NNMLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5NNMLTQ	Input_TS	10/24/2019	Header
FH7ZL5NNMLTQ	Output_TS	10/25/2019	Header
FH7ZL5NNMLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5NNMLTQ	SVC_FATP_yield	Y	Header
FH7ZL5NNMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5NNMLTQ	ALL TEST PASSED	Y	T0C0R0
FH7ZL5P2MLTQ	Commodity_Cd 	Watch	Header
FH7ZL5P2MLTQ	Eng_Project_Cd 	N144B	Header
FH7ZL5P2MLTQ	Business Category	AC	Header
FH7ZL5P2MLTQ	New Buy	Y	Header
FH7ZL5P2MLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5P2MLTQ	Input_TS	10/24/2019	Header
FH7ZL5P2MLTQ	Output_TS	10/25/2019	Header
FH7ZL5P2MLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5P2MLTQ	SVC_FATP_yield	Y	Header
FH7ZL5P2MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5P2MLTQ	ALL TEST PASSED	Y	T0C0R0
FH7ZL5PCMLTQ	Commodity_Cd 	Watch	Header
FH7ZL5PCMLTQ	Eng_Project_Cd 	N144B	Header
FH7ZL5PCMLTQ	Business Category	AC	Header
FH7ZL5PCMLTQ	New Buy	Y	Header
FH7ZL5PCMLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5PCMLTQ	Input_TS	10/24/2019	Header
FH7ZL5PCMLTQ	Output_TS	10/25/2019	Header
FH7ZL5PCMLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5PCMLTQ	SVC_FATP_yield	Y	Header
FH7ZL5PCMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5PCMLTQ	ALL TEST PASSED	Y	T0C0R0
FH7ZL5PLMLTQ	Commodity_Cd 	Watch	Header
FH7ZL5PLMLTQ	Eng_Project_Cd 	N144B	Header
FH7ZL5PLMLTQ	Business Category	AC	Header
FH7ZL5PLMLTQ	New Buy	Y	Header
FH7ZL5PLMLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5PLMLTQ	Input_TS	10/24/2019	Header
FH7ZL5PLMLTQ	Output_TS	10/25/2019	Header
FH7ZL5PLMLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5PLMLTQ	SVC_FATP_yield	Y	Header
FH7ZL5PLMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5PLMLTQ	ALL TEST PASSED	Y	T0C0R0
FH7ZL5PPMLTQ	Commodity_Cd 	Watch	Header
FH7ZL5PPMLTQ	Eng_Project_Cd 	N144B	Header
FH7ZL5PPMLTQ	Business Category	AC	Header
FH7ZL5PPMLTQ	New Buy	Y	Header
FH7ZL5PPMLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5PPMLTQ	Input_TS	10/24/2019	Header
FH7ZL5PPMLTQ	Output_TS	10/25/2019	Header
FH7ZL5PPMLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5PPMLTQ	SVC_FATP_yield	Y	Header
FH7ZL5PPMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5PPMLTQ	ALL TEST PASSED	Y	T0C0R0
FH7ZL5Q1MLTQ	Commodity_Cd 	Watch	Header
FH7ZL5Q1MLTQ	Eng_Project_Cd 	N144B	Header
FH7ZL5Q1MLTQ	Business Category	AC	Header
FH7ZL5Q1MLTQ	New Buy	Y	Header
FH7ZL5Q1MLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5Q1MLTQ	Input_TS	10/24/2019	Header
FH7ZL5Q1MLTQ	Output_TS	10/25/2019	Header
FH7ZL5Q1MLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5Q1MLTQ	SVC_FATP_yield	Y	Header
FH7ZL5Q1MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5Q1MLTQ	ALL TEST PASSED	Y	T0C0R0
FH7ZL5QKMLTQ	Commodity_Cd 	Watch	Header
FH7ZL5QKMLTQ	Eng_Project_Cd 	N144B	Header
FH7ZL5QKMLTQ	Business Category	AC	Header
FH7ZL5QKMLTQ	New Buy	Y	Header
FH7ZL5QKMLTQ	L2_Vendor_Cd 	FQW	Header
FH7ZL5QKMLTQ	Input_TS	10/24/2019	Header
FH7ZL5QKMLTQ	Output_TS	10/25/2019	Header
FH7ZL5QKMLTQ	In_Apple_Part_Id 	A2093	Header
FH7ZL5QKMLTQ	SVC_FATP_yield	Y	Header
FH7ZL5QKMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZL5QKMLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZL56SMLTQ	Commodity_Cd 	Watch	Header
FHLZL56SMLTQ	Eng_Project_Cd 	N144B	Header
FHLZL56SMLTQ	Business Category	AC	Header
FHLZL56SMLTQ	New Buy	Y	Header
FHLZL56SMLTQ	L2_Vendor_Cd 	FQW	Header
FHLZL56SMLTQ	Input_TS	10/26/2019	Header
FHLZL56SMLTQ	Output_TS	10/28/2019	Header
FHLZL56SMLTQ	In_Apple_Part_Id 	A2093	Header
FHLZL56SMLTQ	SVC_FATP_yield	Y	Header
FHLZL56SMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL56SMLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZL9G2MLTQ	Commodity_Cd 	Watch	Header
FHLZL9G2MLTQ	Eng_Project_Cd 	N144B	Header
FHLZL9G2MLTQ	Business Category	AC	Header
FHLZL9G2MLTQ	New Buy	Y	Header
FHLZL9G2MLTQ	L2_Vendor_Cd 	FQW	Header
FHLZL9G2MLTQ	Input_TS	10/28/2019	Header
FHLZL9G2MLTQ	Output_TS	10/28/2019	Header
FHLZL9G2MLTQ	In_Apple_Part_Id 	A2093	Header
FHLZL9G2MLTQ	SVC_FATP_yield	Y	Header
FHLZL9G2MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL9G2MLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLAK8MLTQ	Commodity_Cd 	Watch	Header
FHLZLAK8MLTQ	Eng_Project_Cd 	N144B	Header
FHLZLAK8MLTQ	Business Category	AC	Header
FHLZLAK8MLTQ	New Buy	Y	Header
FHLZLAK8MLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLAK8MLTQ	Input_TS	10/28/2019	Header
FHLZLAK8MLTQ	Output_TS	10/28/2019	Header
FHLZLAK8MLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLAK8MLTQ	SVC_FATP_yield	Y	Header
FHLZLAK8MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLAK8MLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLARBMLTQ	Commodity_Cd 	Watch	Header
FHLZLARBMLTQ	Eng_Project_Cd 	N144B	Header
FHLZLARBMLTQ	Business Category	AC	Header
FHLZLARBMLTQ	New Buy	Y	Header
FHLZLARBMLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLARBMLTQ	Input_TS	10/28/2019	Header
FHLZLARBMLTQ	Output_TS	10/28/2019	Header
FHLZLARBMLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLARBMLTQ	SVC_FATP_yield	Y	Header
FHLZLARBMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLARBMLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLAVQMLTQ	Commodity_Cd 	Watch	Header
FHLZLAVQMLTQ	Eng_Project_Cd 	N144B	Header
FHLZLAVQMLTQ	Business Category	AC	Header
FHLZLAVQMLTQ	New Buy	Y	Header
FHLZLAVQMLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLAVQMLTQ	Input_TS	10/28/2019	Header
FHLZLAVQMLTQ	Output_TS	10/28/2019	Header
FHLZLAVQMLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLAVQMLTQ	SVC_FATP_yield	Y	Header
FHLZLAVQMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLAVQMLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLAYEMLTQ	Commodity_Cd 	Watch	Header
FHLZLAYEMLTQ	Eng_Project_Cd 	N144B	Header
FHLZLAYEMLTQ	Business Category	AC	Header
FHLZLAYEMLTQ	New Buy	Y	Header
FHLZLAYEMLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLAYEMLTQ	Input_TS	10/28/2019	Header
FHLZLAYEMLTQ	Output_TS	10/28/2019	Header
FHLZLAYEMLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLAYEMLTQ	SVC_FATP_yield	Y	Header
FHLZLAYEMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLAYEMLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLAZ0MLTQ	Commodity_Cd 	Watch	Header
FHLZLAZ0MLTQ	Eng_Project_Cd 	N144B	Header
FHLZLAZ0MLTQ	Business Category	AC	Header
FHLZLAZ0MLTQ	New Buy	Y	Header
FHLZLAZ0MLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLAZ0MLTQ	Input_TS	10/28/2019	Header
FHLZLAZ0MLTQ	Output_TS	10/28/2019	Header
FHLZLAZ0MLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLAZ0MLTQ	SVC_FATP_yield	Y	Header
FHLZLAZ0MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLAZ0MLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLB15MLTQ	Commodity_Cd 	Watch	Header
FHLZLB15MLTQ	Eng_Project_Cd 	N144B	Header
FHLZLB15MLTQ	Business Category	AC	Header
FHLZLB15MLTQ	New Buy	Y	Header
FHLZLB15MLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLB15MLTQ	Input_TS	10/28/2019	Header
FHLZLB15MLTQ	Output_TS	10/28/2019	Header
FHLZLB15MLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLB15MLTQ	SVC_FATP_yield	Y	Header
FHLZLB15MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLB15MLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLBENMLTQ	Commodity_Cd 	Watch	Header
FHLZLBENMLTQ	Eng_Project_Cd 	N144B	Header
FHLZLBENMLTQ	Business Category	AC	Header
FHLZLBENMLTQ	New Buy	Y	Header
FHLZLBENMLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLBENMLTQ	Input_TS	10/28/2019	Header
FHLZLBENMLTQ	Output_TS	10/28/2019	Header
FHLZLBENMLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLBENMLTQ	SVC_FATP_yield	Y	Header
FHLZLBENMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLBENMLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLBLHMLTQ	Commodity_Cd 	Watch	Header
FHLZLBLHMLTQ	Eng_Project_Cd 	N144B	Header
FHLZLBLHMLTQ	Business Category	AC	Header
FHLZLBLHMLTQ	New Buy	Y	Header
FHLZLBLHMLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLBLHMLTQ	Input_TS	10/28/2019	Header
FHLZLBLHMLTQ	Output_TS	10/28/2019	Header
FHLZLBLHMLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLBLHMLTQ	SVC_FATP_yield	Y	Header
FHLZLBLHMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLBLHMLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLBPXMLTQ	Commodity_Cd 	Watch	Header
FHLZLBPXMLTQ	Eng_Project_Cd 	N144B	Header
FHLZLBPXMLTQ	Business Category	AC	Header
FHLZLBPXMLTQ	New Buy	Y	Header
FHLZLBPXMLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLBPXMLTQ	Input_TS	10/28/2019	Header
FHLZLBPXMLTQ	Output_TS	10/28/2019	Header
FHLZLBPXMLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLBPXMLTQ	SVC_FATP_yield	Y	Header
FHLZLBPXMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLBPXMLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLBX5MLTQ	Commodity_Cd 	Watch	Header
FHLZLBX5MLTQ	Eng_Project_Cd 	N144B	Header
FHLZLBX5MLTQ	Business Category	AC	Header
FHLZLBX5MLTQ	New Buy	Y	Header
FHLZLBX5MLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLBX5MLTQ	Input_TS	10/27/2019	Header
FHLZLBX5MLTQ	Output_TS	10/28/2019	Header
FHLZLBX5MLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLBX5MLTQ	SVC_FATP_yield	Y	Header
FHLZLBX5MLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLBX5MLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZLC4QMLTQ	Commodity_Cd 	Watch	Header
FHLZLC4QMLTQ	Eng_Project_Cd 	N144B	Header
FHLZLC4QMLTQ	Business Category	AC	Header
FHLZLC4QMLTQ	New Buy	Y	Header
FHLZLC4QMLTQ	L2_Vendor_Cd 	FQW	Header
FHLZLC4QMLTQ	Input_TS	10/27/2019	Header
FHLZLC4QMLTQ	Output_TS	10/28/2019	Header
FHLZLC4QMLTQ	In_Apple_Part_Id 	A2093	Header
FHLZLC4QMLTQ	SVC_FATP_yield	Y	Header
FHLZLC4QMLTQ	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZLC4QMLTQ	ALL TEST PASSED	Y	T0C0R0
FHLZL1A9MLTN	Commodity_Cd 	Watch	Header
FHLZL1A9MLTN	Eng_Project_Cd 	N144B	Header
FHLZL1A9MLTN	Business Category	AC	Header
FHLZL1A9MLTN	New Buy	Y	Header
FHLZL1A9MLTN	L2_Vendor_Cd 	FQW	Header
FHLZL1A9MLTN	Input_TS	10/25/2019	Header
FHLZL1A9MLTN	Output_TS	10/28/2019	Header
FHLZL1A9MLTN	In_Apple_Part_Id 	A2093	Header
FHLZL1A9MLTN	SVC_FATP_yield	Y	Header
FHLZL1A9MLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL1A9MLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL48QMLTN	Commodity_Cd 	Watch	Header
FHLZL48QMLTN	Eng_Project_Cd 	N144B	Header
FHLZL48QMLTN	Business Category	AC	Header
FHLZL48QMLTN	New Buy	Y	Header
FHLZL48QMLTN	L2_Vendor_Cd 	FQW	Header
FHLZL48QMLTN	Input_TS	10/24/2019	Header
FHLZL48QMLTN	Output_TS	10/24/2019	Header
FHLZL48QMLTN	In_Apple_Part_Id 	A2093	Header
FHLZL48QMLTN	SVC_FATP_yield	Y	Header
FHLZL48QMLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL48QMLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL496MLTN	Commodity_Cd 	Watch	Header
FHLZL496MLTN	Eng_Project_Cd 	N144B	Header
FHLZL496MLTN	Business Category	AC	Header
FHLZL496MLTN	New Buy	Y	Header
FHLZL496MLTN	L2_Vendor_Cd 	FQW	Header
FHLZL496MLTN	Input_TS	10/24/2019	Header
FHLZL496MLTN	Output_TS	10/24/2019	Header
FHLZL496MLTN	In_Apple_Part_Id 	A2093	Header
FHLZL496MLTN	SVC_FATP_yield	Y	Header
FHLZL496MLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL496MLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4AHMLTN	Commodity_Cd 	Watch	Header
FHLZL4AHMLTN	Eng_Project_Cd 	N144B	Header
FHLZL4AHMLTN	Business Category	AC	Header
FHLZL4AHMLTN	New Buy	Y	Header
FHLZL4AHMLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4AHMLTN	Input_TS	10/24/2019	Header
FHLZL4AHMLTN	Output_TS	10/24/2019	Header
FHLZL4AHMLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4AHMLTN	SVC_FATP_yield	Y	Header
FHLZL4AHMLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4AHMLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4B4MLTN	Commodity_Cd 	Watch	Header
FHLZL4B4MLTN	Eng_Project_Cd 	N144B	Header
FHLZL4B4MLTN	Business Category	AC	Header
FHLZL4B4MLTN	New Buy	Y	Header
FHLZL4B4MLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4B4MLTN	Input_TS	10/24/2019	Header
FHLZL4B4MLTN	Output_TS	10/24/2019	Header
FHLZL4B4MLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4B4MLTN	SVC_FATP_yield	Y	Header
FHLZL4B4MLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4B4MLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4CMMLTN	Commodity_Cd 	Watch	Header
FHLZL4CMMLTN	Eng_Project_Cd 	N144B	Header
FHLZL4CMMLTN	Business Category	AC	Header
FHLZL4CMMLTN	New Buy	Y	Header
FHLZL4CMMLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4CMMLTN	Input_TS	10/24/2019	Header
FHLZL4CMMLTN	Output_TS	10/24/2019	Header
FHLZL4CMMLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4CMMLTN	SVC_FATP_yield	Y	Header
FHLZL4CMMLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4CMMLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4E6MLTN	Commodity_Cd 	Watch	Header
FHLZL4E6MLTN	Eng_Project_Cd 	N144B	Header
FHLZL4E6MLTN	Business Category	AC	Header
FHLZL4E6MLTN	New Buy	Y	Header
FHLZL4E6MLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4E6MLTN	Input_TS	10/24/2019	Header
FHLZL4E6MLTN	Output_TS	10/24/2019	Header
FHLZL4E6MLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4E6MLTN	SVC_FATP_yield	Y	Header
FHLZL4E6MLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4E6MLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4E8MLTN	Commodity_Cd 	Watch	Header
FHLZL4E8MLTN	Eng_Project_Cd 	N144B	Header
FHLZL4E8MLTN	Business Category	AC	Header
FHLZL4E8MLTN	New Buy	Y	Header
FHLZL4E8MLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4E8MLTN	Input_TS	10/24/2019	Header
FHLZL4E8MLTN	Output_TS	10/24/2019	Header
FHLZL4E8MLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4E8MLTN	SVC_FATP_yield	Y	Header
FHLZL4E8MLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4E8MLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4ELMLTN	Commodity_Cd 	Watch	Header
FHLZL4ELMLTN	Eng_Project_Cd 	N144B	Header
FHLZL4ELMLTN	Business Category	AC	Header
FHLZL4ELMLTN	New Buy	Y	Header
FHLZL4ELMLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4ELMLTN	Input_TS	10/24/2019	Header
FHLZL4ELMLTN	Output_TS	10/24/2019	Header
FHLZL4ELMLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4ELMLTN	SVC_FATP_yield	Y	Header
FHLZL4ELMLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4ELMLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4FPMLTN	Commodity_Cd 	Watch	Header
FHLZL4FPMLTN	Eng_Project_Cd 	N144B	Header
FHLZL4FPMLTN	Business Category	AC	Header
FHLZL4FPMLTN	New Buy	Y	Header
FHLZL4FPMLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4FPMLTN	Input_TS	10/24/2019	Header
FHLZL4FPMLTN	Output_TS	10/24/2019	Header
FHLZL4FPMLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4FPMLTN	SVC_FATP_yield	Y	Header
FHLZL4FPMLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4FPMLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4H0MLTN	Commodity_Cd 	Watch	Header
FHLZL4H0MLTN	Eng_Project_Cd 	N144B	Header
FHLZL4H0MLTN	Business Category	AC	Header
FHLZL4H0MLTN	New Buy	Y	Header
FHLZL4H0MLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4H0MLTN	Input_TS	10/24/2019	Header
FHLZL4H0MLTN	Output_TS	10/24/2019	Header
FHLZL4H0MLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4H0MLTN	SVC_FATP_yield	Y	Header
FHLZL4H0MLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4H0MLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4H2MLTN	Commodity_Cd 	Watch	Header
FHLZL4H2MLTN	Eng_Project_Cd 	N144B	Header
FHLZL4H2MLTN	Business Category	AC	Header
FHLZL4H2MLTN	New Buy	Y	Header
FHLZL4H2MLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4H2MLTN	Input_TS	10/24/2019	Header
FHLZL4H2MLTN	Output_TS	10/24/2019	Header
FHLZL4H2MLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4H2MLTN	SVC_FATP_yield	Y	Header
FHLZL4H2MLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4H2MLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4LSMLTN	Commodity_Cd 	Watch	Header
FHLZL4LSMLTN	Eng_Project_Cd 	N144B	Header
FHLZL4LSMLTN	Business Category	AC	Header
FHLZL4LSMLTN	New Buy	Y	Header
FHLZL4LSMLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4LSMLTN	Input_TS	10/24/2019	Header
FHLZL4LSMLTN	Output_TS	10/24/2019	Header
FHLZL4LSMLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4LSMLTN	SVC_FATP_yield	Y	Header
FHLZL4LSMLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4LSMLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4MMMLTN	Commodity_Cd 	Watch	Header
FHLZL4MMMLTN	Eng_Project_Cd 	N144B	Header
FHLZL4MMMLTN	Business Category	AC	Header
FHLZL4MMMLTN	New Buy	Y	Header
FHLZL4MMMLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4MMMLTN	Input_TS	10/24/2019	Header
FHLZL4MMMLTN	Output_TS	10/24/2019	Header
FHLZL4MMMLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4MMMLTN	SVC_FATP_yield	Y	Header
FHLZL4MMMLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4MMMLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4MTMLTN	Commodity_Cd 	Watch	Header
FHLZL4MTMLTN	Eng_Project_Cd 	N144B	Header
FHLZL4MTMLTN	Business Category	AC	Header
FHLZL4MTMLTN	New Buy	Y	Header
FHLZL4MTMLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4MTMLTN	Input_TS	10/24/2019	Header
FHLZL4MTMLTN	Output_TS	10/24/2019	Header
FHLZL4MTMLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4MTMLTN	SVC_FATP_yield	Y	Header
FHLZL4MTMLTN	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZL4MTMLTN	ALL TEST PASSED	Y	T0C0R0
FHLZL4N1MLTN	Commodity_Cd 	Watch	Header
FHLZL4N1MLTN	Eng_Project_Cd 	N144B	Header
FHLZL4N1MLTN	Business Category	AC	Header
FHLZL4N1MLTN	New Buy	Y	Header
FHLZL4N1MLTN	L2_Vendor_Cd 	FQW	Header
FHLZL4N1MLTN	Input_TS	10/24/2019	Header
FHLZL4N1MLTN	Output_TS	10/24/2019	Header
FHLZL4N1MLTN	In_Apple_Part_Id 	A2093	Header
FHLZL4N1MLTN	SVC_FATP_yield	Y	Header
