In_Apple_Serial_Nr	Item_Name	Item_Value	Item_Modifier
FH7ZD5DBMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5DBMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5DDMLTK	Commodity_Cd 	Watch	Header
FH7ZD5DDMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5DDMLTK	Business Category	AC	Header
FH7ZD5DDMLTK	New Buy	Y	Header
FH7ZD5DDMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5DDMLTK	Input_TS	09/10/2019	Header
FH7ZD5DDMLTK	Output_TS	09/11/2019	Header
FH7ZD5DDMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5DDMLTK	SVC_FATP_yield	Y	Header
FH7ZD5DDMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5DDMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5DEMLTK	Commodity_Cd 	Watch	Header
FH7ZD5DEMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5DEMLTK	Business Category	AC	Header
FH7ZD5DEMLTK	New Buy	Y	Header
FH7ZD5DEMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5DEMLTK	Input_TS	09/10/2019	Header
FH7ZD5DEMLTK	Output_TS	09/11/2019	Header
FH7ZD5DEMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5DEMLTK	SVC_FATP_yield	Y	Header
FH7ZD5DEMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5DEMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5DHMLTK	Commodity_Cd 	Watch	Header
FH7ZD5DHMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5DHMLTK	Business Category	AC	Header
FH7ZD5DHMLTK	New Buy	Y	Header
FH7ZD5DHMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5DHMLTK	Input_TS	09/10/2019	Header
FH7ZD5DHMLTK	Output_TS	09/11/2019	Header
FH7ZD5DHMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5DHMLTK	SVC_FATP_yield	Y	Header
FH7ZD5DHMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5DHMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5DLMLTK	Commodity_Cd 	Watch	Header
FH7ZD5DLMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5DLMLTK	Business Category	AC	Header
FH7ZD5DLMLTK	New Buy	Y	Header
FH7ZD5DLMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5DLMLTK	Input_TS	09/10/2019	Header
FH7ZD5DLMLTK	Output_TS	09/11/2019	Header
FH7ZD5DLMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5DLMLTK	SVC_FATP_yield	Y	Header
FH7ZD5DLMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5DLMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5DMMLTK	Commodity_Cd 	Watch	Header
FH7ZD5DMMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5DMMLTK	Business Category	AC	Header
FH7ZD5DMMLTK	New Buy	Y	Header
FH7ZD5DMMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5DMMLTK	Input_TS	09/10/2019	Header
FH7ZD5DMMLTK	Output_TS	09/11/2019	Header
FH7ZD5DMMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5DMMLTK	SVC_FATP_yield	Y	Header
FH7ZD5DMMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5DMMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5DQMLTK	Commodity_Cd 	Watch	Header
FH7ZD5DQMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5DQMLTK	Business Category	AC	Header
FH7ZD5DQMLTK	New Buy	Y	Header
FH7ZD5DQMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5DQMLTK	Input_TS	09/10/2019	Header
FH7ZD5DQMLTK	Output_TS	09/11/2019	Header
FH7ZD5DQMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5DQMLTK	SVC_FATP_yield	Y	Header
FH7ZD5DQMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5DQMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5DZMLTK	Commodity_Cd 	Watch	Header
FH7ZD5DZMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5DZMLTK	Business Category	AC	Header
FH7ZD5DZMLTK	New Buy	Y	Header
FH7ZD5DZMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5DZMLTK	Input_TS	09/10/2019	Header
FH7ZD5DZMLTK	Output_TS	09/11/2019	Header
FH7ZD5DZMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5DZMLTK	SVC_FATP_yield	Y	Header
FH7ZD5DZMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5DZMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5E0MLTK	Commodity_Cd 	Watch	Header
FH7ZD5E0MLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5E0MLTK	Business Category	AC	Header
FH7ZD5E0MLTK	New Buy	Y	Header
FH7ZD5E0MLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5E0MLTK	Input_TS	09/10/2019	Header
FH7ZD5E0MLTK	Output_TS	09/11/2019	Header
FH7ZD5E0MLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5E0MLTK	SVC_FATP_yield	Y	Header
FH7ZD5E0MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5E0MLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5E1MLTK	Commodity_Cd 	Watch	Header
FH7ZD5E1MLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5E1MLTK	Business Category	AC	Header
FH7ZD5E1MLTK	New Buy	Y	Header
FH7ZD5E1MLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5E1MLTK	Input_TS	09/10/2019	Header
FH7ZD5E1MLTK	Output_TS	09/12/2019	Header
FH7ZD5E1MLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5E1MLTK	SVC_FATP_yield	Y	Header
FH7ZD5E1MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5E1MLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5E8MLTK	Commodity_Cd 	Watch	Header
FH7ZD5E8MLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5E8MLTK	Business Category	AC	Header
FH7ZD5E8MLTK	New Buy	Y	Header
FH7ZD5E8MLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5E8MLTK	Input_TS	09/10/2019	Header
FH7ZD5E8MLTK	Output_TS	09/11/2019	Header
FH7ZD5E8MLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5E8MLTK	SVC_FATP_yield	Y	Header
FH7ZD5E8MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5E8MLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5E9MLTK	Commodity_Cd 	Watch	Header
FH7ZD5E9MLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5E9MLTK	Business Category	AC	Header
FH7ZD5E9MLTK	New Buy	Y	Header
FH7ZD5E9MLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5E9MLTK	Input_TS	09/10/2019	Header
FH7ZD5E9MLTK	Output_TS	09/11/2019	Header
FH7ZD5E9MLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5E9MLTK	SVC_FATP_yield	Y	Header
FH7ZD5E9MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5E9MLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5EBMLTK	Commodity_Cd 	Watch	Header
FH7ZD5EBMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5EBMLTK	Business Category	AC	Header
FH7ZD5EBMLTK	New Buy	Y	Header
FH7ZD5EBMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5EBMLTK	Input_TS	09/10/2019	Header
FH7ZD5EBMLTK	Output_TS	09/11/2019	Header
FH7ZD5EBMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5EBMLTK	SVC_FATP_yield	Y	Header
FH7ZD5EBMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5EBMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5EKMLTK	Commodity_Cd 	Watch	Header
FH7ZD5EKMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5EKMLTK	Business Category	AC	Header
FH7ZD5EKMLTK	New Buy	Y	Header
FH7ZD5EKMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5EKMLTK	Input_TS	09/10/2019	Header
FH7ZD5EKMLTK	Output_TS	09/11/2019	Header
FH7ZD5EKMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5EKMLTK	SVC_FATP_yield	Y	Header
FH7ZD5EKMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5EKMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5ENMLTK	Commodity_Cd 	Watch	Header
FH7ZD5ENMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5ENMLTK	Business Category	AC	Header
FH7ZD5ENMLTK	New Buy	Y	Header
FH7ZD5ENMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5ENMLTK	Input_TS	09/10/2019	Header
FH7ZD5ENMLTK	Output_TS	09/11/2019	Header
FH7ZD5ENMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5ENMLTK	SVC_FATP_yield	Y	Header
FH7ZD5ENMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5ENMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5ESMLTK	Commodity_Cd 	Watch	Header
FH7ZD5ESMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5ESMLTK	Business Category	AC	Header
FH7ZD5ESMLTK	New Buy	Y	Header
FH7ZD5ESMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5ESMLTK	Input_TS	09/10/2019	Header
FH7ZD5ESMLTK	Output_TS	09/11/2019	Header
FH7ZD5ESMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5ESMLTK	SVC_FATP_yield	Y	Header
FH7ZD5ESMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5ESMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5EYMLTK	Commodity_Cd 	Watch	Header
FH7ZD5EYMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5EYMLTK	Business Category	AC	Header
FH7ZD5EYMLTK	New Buy	Y	Header
FH7ZD5EYMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5EYMLTK	Input_TS	09/10/2019	Header
FH7ZD5EYMLTK	Output_TS	09/11/2019	Header
FH7ZD5EYMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5EYMLTK	SVC_FATP_yield	Y	Header
FH7ZD5EYMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5EYMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5EZMLTK	Commodity_Cd 	Watch	Header
FH7ZD5EZMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5EZMLTK	Business Category	AC	Header
FH7ZD5EZMLTK	New Buy	Y	Header
FH7ZD5EZMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5EZMLTK	Input_TS	09/10/2019	Header
FH7ZD5EZMLTK	Output_TS	09/11/2019	Header
FH7ZD5EZMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5EZMLTK	SVC_FATP_yield	Y	Header
FH7ZD5EZMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5EZMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5F1MLTK	Commodity_Cd 	Watch	Header
FH7ZD5F1MLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5F1MLTK	Business Category	AC	Header
FH7ZD5F1MLTK	New Buy	Y	Header
FH7ZD5F1MLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5F1MLTK	Input_TS	09/10/2019	Header
FH7ZD5F1MLTK	Output_TS	09/11/2019	Header
FH7ZD5F1MLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5F1MLTK	SVC_FATP_yield	Y	Header
FH7ZD5F1MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5F1MLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5F2MLTK	Commodity_Cd 	Watch	Header
FH7ZD5F2MLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5F2MLTK	Business Category	AC	Header
FH7ZD5F2MLTK	New Buy	Y	Header
FH7ZD5F2MLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5F2MLTK	Input_TS	09/10/2019	Header
FH7ZD5F2MLTK	Output_TS	09/11/2019	Header
FH7ZD5F2MLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5F2MLTK	SVC_FATP_yield	Y	Header
FH7ZD5F2MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5F2MLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5F3MLTK	Commodity_Cd 	Watch	Header
FH7ZD5F3MLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5F3MLTK	Business Category	AC	Header
FH7ZD5F3MLTK	New Buy	Y	Header
FH7ZD5F3MLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5F3MLTK	Input_TS	09/10/2019	Header
FH7ZD5F3MLTK	Output_TS	09/11/2019	Header
FH7ZD5F3MLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5F3MLTK	SVC_FATP_yield	Y	Header
FH7ZD5F3MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5F3MLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5F7MLTK	Commodity_Cd 	Watch	Header
FH7ZD5F7MLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5F7MLTK	Business Category	AC	Header
FH7ZD5F7MLTK	New Buy	Y	Header
FH7ZD5F7MLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5F7MLTK	Input_TS	09/10/2019	Header
FH7ZD5F7MLTK	Output_TS	09/11/2019	Header
FH7ZD5F7MLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5F7MLTK	SVC_FATP_yield	Y	Header
FH7ZD5F7MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5F7MLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5F8MLTK	Commodity_Cd 	Watch	Header
FH7ZD5F8MLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5F8MLTK	Business Category	AC	Header
FH7ZD5F8MLTK	New Buy	Y	Header
FH7ZD5F8MLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5F8MLTK	Input_TS	09/10/2019	Header
FH7ZD5F8MLTK	Output_TS	09/11/2019	Header
FH7ZD5F8MLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5F8MLTK	SVC_FATP_yield	Y	Header
FH7ZD5F8MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5F8MLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5FDMLTK	Commodity_Cd 	Watch	Header
FH7ZD5FDMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5FDMLTK	Business Category	AC	Header
FH7ZD5FDMLTK	New Buy	Y	Header
FH7ZD5FDMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5FDMLTK	Input_TS	09/10/2019	Header
FH7ZD5FDMLTK	Output_TS	09/11/2019	Header
FH7ZD5FDMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5FDMLTK	SVC_FATP_yield	Y	Header
FH7ZD5FDMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5FDMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5FJMLTK	Commodity_Cd 	Watch	Header
FH7ZD5FJMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5FJMLTK	Business Category	AC	Header
FH7ZD5FJMLTK	New Buy	Y	Header
FH7ZD5FJMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5FJMLTK	Input_TS	09/10/2019	Header
FH7ZD5FJMLTK	Output_TS	09/11/2019	Header
FH7ZD5FJMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5FJMLTK	SVC_FATP_yield	Y	Header
FH7ZD5FJMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5FJMLTK	ALL TEST PASSED	Y	T0C0R0
FH7ZD5FKMLTK	Commodity_Cd 	Watch	Header
FH7ZD5FKMLTK	Eng_Project_Cd 	N144S	Header
FH7ZD5FKMLTK	Business Category	AC	Header
FH7ZD5FKMLTK	New Buy	Y	Header
FH7ZD5FKMLTK	L2_Vendor_Cd 	FQW	Header
FH7ZD5FKMLTK	Input_TS	09/10/2019	Header
FH7ZD5FKMLTK	Output_TS	09/11/2019	Header
FH7ZD5FKMLTK	In_Apple_Part_Id 	A2092	Header
FH7ZD5FKMLTK	SVC_FATP_yield	Y	Header
FH7ZD5FKMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FH7ZD5FKMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK4TBMLTK	Commodity_Cd 	Watch	Header
FHLZK4TBMLTK	Eng_Project_Cd 	N144S	Header
FHLZK4TBMLTK	Business Category	AC	Header
FHLZK4TBMLTK	New Buy	Y	Header
FHLZK4TBMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK4TBMLTK	Input_TS	10/21/2019	Header
FHLZK4TBMLTK	Output_TS	10/22/2019	Header
FHLZK4TBMLTK	In_Apple_Part_Id 	A2092	Header
FHLZK4TBMLTK	SVC_FATP_yield	Y	Header
FHLZK4TBMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK4TBMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK4TMMLTK	Commodity_Cd 	Watch	Header
FHLZK4TMMLTK	Eng_Project_Cd 	N144S	Header
FHLZK4TMMLTK	Business Category	AC	Header
FHLZK4TMMLTK	New Buy	Y	Header
FHLZK4TMMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK4TMMLTK	Input_TS	10/21/2019	Header
FHLZK4TMMLTK	Output_TS	10/22/2019	Header
FHLZK4TMMLTK	In_Apple_Part_Id 	A2092	Header
FHLZK4TMMLTK	SVC_FATP_yield	Y	Header
FHLZK4TMMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK4TMMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK4U9MLTK	Commodity_Cd 	Watch	Header
FHLZK4U9MLTK	Eng_Project_Cd 	N144S	Header
FHLZK4U9MLTK	Business Category	AC	Header
FHLZK4U9MLTK	New Buy	Y	Header
FHLZK4U9MLTK	L2_Vendor_Cd 	FQW	Header
FHLZK4U9MLTK	Input_TS	10/21/2019	Header
FHLZK4U9MLTK	Output_TS	10/22/2019	Header
FHLZK4U9MLTK	In_Apple_Part_Id 	A2092	Header
FHLZK4U9MLTK	SVC_FATP_yield	Y	Header
FHLZK4U9MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK4U9MLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK4UFMLTK	Commodity_Cd 	Watch	Header
FHLZK4UFMLTK	Eng_Project_Cd 	N144S	Header
FHLZK4UFMLTK	Business Category	AC	Header
FHLZK4UFMLTK	New Buy	Y	Header
FHLZK4UFMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK4UFMLTK	Input_TS	10/21/2019	Header
FHLZK4UFMLTK	Output_TS	10/22/2019	Header
FHLZK4UFMLTK	In_Apple_Part_Id 	A2092	Header
FHLZK4UFMLTK	SVC_FATP_yield	Y	Header
FHLZK4UFMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK4UFMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK4WDMLTK	Commodity_Cd 	Watch	Header
FHLZK4WDMLTK	Eng_Project_Cd 	N144S	Header
FHLZK4WDMLTK	Business Category	AC	Header
FHLZK4WDMLTK	New Buy	Y	Header
FHLZK4WDMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK4WDMLTK	Input_TS	10/21/2019	Header
FHLZK4WDMLTK	Output_TS	10/22/2019	Header
FHLZK4WDMLTK	In_Apple_Part_Id 	A2092	Header
FHLZK4WDMLTK	SVC_FATP_yield	Y	Header
FHLZK4WDMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK4WDMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK50NMLTK	Commodity_Cd 	Watch	Header
FHLZK50NMLTK	Eng_Project_Cd 	N144S	Header
FHLZK50NMLTK	Business Category	AC	Header
FHLZK50NMLTK	New Buy	Y	Header
FHLZK50NMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK50NMLTK	Input_TS	10/21/2019	Header
FHLZK50NMLTK	Output_TS	10/22/2019	Header
FHLZK50NMLTK	In_Apple_Part_Id 	A2092	Header
FHLZK50NMLTK	SVC_FATP_yield	Y	Header
FHLZK50NMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK50NMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK54MMLTK	Commodity_Cd 	Watch	Header
FHLZK54MMLTK	Eng_Project_Cd 	N144S	Header
FHLZK54MMLTK	Business Category	AC	Header
FHLZK54MMLTK	New Buy	Y	Header
FHLZK54MMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK54MMLTK	Input_TS	10/21/2019	Header
FHLZK54MMLTK	Output_TS	10/22/2019	Header
FHLZK54MMLTK	In_Apple_Part_Id 	A2092	Header
FHLZK54MMLTK	SVC_FATP_yield	Y	Header
FHLZK54MMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK54MMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK5ANMLTK	Commodity_Cd 	Watch	Header
FHLZK5ANMLTK	Eng_Project_Cd 	N144S	Header
FHLZK5ANMLTK	Business Category	AC	Header
FHLZK5ANMLTK	New Buy	Y	Header
FHLZK5ANMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK5ANMLTK	Input_TS	10/21/2019	Header
FHLZK5ANMLTK	Output_TS	10/22/2019	Header
FHLZK5ANMLTK	In_Apple_Part_Id 	A2092	Header
FHLZK5ANMLTK	SVC_FATP_yield	Y	Header
FHLZK5ANMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK5ANMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK5B3MLTK	Commodity_Cd 	Watch	Header
FHLZK5B3MLTK	Eng_Project_Cd 	N144S	Header
FHLZK5B3MLTK	Business Category	AC	Header
FHLZK5B3MLTK	New Buy	Y	Header
FHLZK5B3MLTK	L2_Vendor_Cd 	FQW	Header
FHLZK5B3MLTK	Input_TS	10/21/2019	Header
FHLZK5B3MLTK	Output_TS	10/22/2019	Header
FHLZK5B3MLTK	In_Apple_Part_Id 	A2092	Header
FHLZK5B3MLTK	SVC_FATP_yield	Y	Header
FHLZK5B3MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK5B3MLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK5CFMLTK	Commodity_Cd 	Watch	Header
FHLZK5CFMLTK	Eng_Project_Cd 	N144S	Header
FHLZK5CFMLTK	Business Category	AC	Header
FHLZK5CFMLTK	New Buy	Y	Header
FHLZK5CFMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK5CFMLTK	Input_TS	10/21/2019	Header
FHLZK5CFMLTK	Output_TS	10/22/2019	Header
FHLZK5CFMLTK	In_Apple_Part_Id 	A2092	Header
FHLZK5CFMLTK	SVC_FATP_yield	Y	Header
FHLZK5CFMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK5CFMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK5CNMLTK	Commodity_Cd 	Watch	Header
FHLZK5CNMLTK	Eng_Project_Cd 	N144S	Header
FHLZK5CNMLTK	Business Category	AC	Header
FHLZK5CNMLTK	New Buy	Y	Header
FHLZK5CNMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK5CNMLTK	Input_TS	10/21/2019	Header
FHLZK5CNMLTK	Output_TS	10/22/2019	Header
FHLZK5CNMLTK	In_Apple_Part_Id 	A2092	Header
FHLZK5CNMLTK	SVC_FATP_yield	Y	Header
FHLZK5CNMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK5CNMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK5G6MLTK	Commodity_Cd 	Watch	Header
FHLZK5G6MLTK	Eng_Project_Cd 	N144S	Header
FHLZK5G6MLTK	Business Category	AC	Header
FHLZK5G6MLTK	New Buy	Y	Header
FHLZK5G6MLTK	L2_Vendor_Cd 	FQW	Header
FHLZK5G6MLTK	Input_TS	10/21/2019	Header
FHLZK5G6MLTK	Output_TS	10/22/2019	Header
FHLZK5G6MLTK	In_Apple_Part_Id 	A2092	Header
FHLZK5G6MLTK	SVC_FATP_yield	Y	Header
FHLZK5G6MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK5G6MLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK5KMMLTK	Commodity_Cd 	Watch	Header
FHLZK5KMMLTK	Eng_Project_Cd 	N144S	Header
FHLZK5KMMLTK	Business Category	AC	Header
FHLZK5KMMLTK	New Buy	Y	Header
FHLZK5KMMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK5KMMLTK	Input_TS	10/21/2019	Header
FHLZK5KMMLTK	Output_TS	10/22/2019	Header
FHLZK5KMMLTK	In_Apple_Part_Id 	A2092	Header
FHLZK5KMMLTK	SVC_FATP_yield	Y	Header
FHLZK5KMMLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK5KMMLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK622MLTK	Commodity_Cd 	Watch	Header
FHLZK622MLTK	Eng_Project_Cd 	N144S	Header
FHLZK622MLTK	Business Category	AC	Header
FHLZK622MLTK	New Buy	Y	Header
FHLZK622MLTK	L2_Vendor_Cd 	FQW	Header
FHLZK622MLTK	Input_TS	10/21/2019	Header
FHLZK622MLTK	Output_TS	10/22/2019	Header
FHLZK622MLTK	In_Apple_Part_Id 	A2092	Header
FHLZK622MLTK	SVC_FATP_yield	Y	Header
FHLZK622MLTK	File_Name	L2TXN^00201963P_FQW_20191104073001001866.zip	Header
FHLZK622MLTK	ALL TEST PASSED	Y	T0C0R0
FHLZK62HMLTK	Commodity_Cd 	Watch	Header
FHLZK62HMLTK	Eng_Project_Cd 	N144S	Header
FHLZK62HMLTK	Business Category	AC	Header
FHLZK62HMLTK	New Buy	Y	Header
FHLZK62HMLTK	L2_Vendor_Cd 	FQW	Header
FHLZK62HMLTK	Input_TS	10/21/2019	Header
FHLZK62HMLTK	Output_TS	10/22/2019	Header
